"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","145","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","973","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Mat.TutorialTPP_Mat","0","0","36","1","0.000000","0","0"
"/Game/Assets/Materials/Cloud.Cloud","0","0","51","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineMeshes/M_Mat_UnrealTech.M_Mat_UnrealTech","0","0","21","1","0.000000","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","45","1","0.000000","0","0"
"/Engine/EngineSky/M_SkyTimeOfDay.M_SkyTimeOfDay","0","0","8","1","0.000000","0","0"
"/Game/Assets/Materials/Soul/SoulMaterial.SoulMaterial","0","0","84","1","0.000000","0","0"
"/Game/Assets/Materials/Cyber/CyberMaterial.CyberMaterial","0","36","36","1","40.052410","0","0"
"/Game/Assets/Materials/Glass.Glass","0","0","30","1","0.000000","0","0"
"/Game/Assets/Materials/Cyber/Electronic_Mat.Electronic_Mat","0","0","12","1","0.000000","0","0"
"/DatasmithContent/Materials/FBXImporter/VREDMaster.VREDMaster","0","0","45","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/VertexColorViewMode_GreenOnly.VertexColorViewMode_GreenOnly","0","0","12","1","0.000000","0","0"
"/DatasmithContent/Materials/Arealight.Arealight","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PersonaFloorMat.PersonaFloorMat","0","45","45","1","65.324959","0","0"
