"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","145","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","973","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Mat.TutorialTPP_Mat","0","0","36","1","0.000000","0","0"
"/Game/Assets/Materials/Cloud/M_VolumetricCloud.M_VolumetricCloud","0","0","56","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","21","21","1","41.883411","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","21","21","1","39.646133","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","42","42","1","272.784363","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","21","21","1","34.420811","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","21","21","1","43.987835","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","21","21","1","41.190601","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","21","21","1","43.046173","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","2.172633","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","21","21","1","35.080341","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","84","84","1","172.937439","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","24","24","1","33.412663","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","32","32","1","43.274677","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","36","36","1","36.093971","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","24","24","1","37.916359","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","21","21","1","45.089077","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","21","21","1","31.164106","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","21","21","1","37.757317","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","21","21","1","41.561169","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","21","21","1","39.969833","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","21","21","1","70.052155","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","21","21","1","40.525742","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","21","21","1","40.172623","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","21","21","1","27.804647","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","21","21","1","27.940775","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","21","21","1","72.696510","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","21","21","1","26.972757","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","21","21","1","35.262688","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","30","30","1","60.446690","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","4","4","2","7.703218","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","21","21","1","44.769989","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","21","21","1","32.674530","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","45","45","1","68.437202","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","21","21","1","43.983799","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","21","21","1","34.373791","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","21","21","1","29.634933","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","45","45","1","74.407951","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","2","2","1","1.969065","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","2","2","1","1.791419","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","21","21","1","27.562635","0","0"
"/Game/Assets/Materials/Library/Wood.Wood","0","21","21","1","54.067539","0","0"
"/Game/Assets/Materials/Library/Book.Book","0","21","21","1","27.116730","0","0"
"/Game/Assets/Materials/Cyber/CyberMaterial.CyberMaterial","0","45","45","1","71.919220","0","0"
"/Game/Assets/Materials/Glass.Glass","0","90","90","1","163.167755","0","0"
"/Game/Assets/Materials/StarSky_Library.StarSky_Library","0","2","2","1","1.752587","0","0"
"/Game/Assets/Materials/Soul/SoulMaterial.SoulMaterial","0","96","96","1","929.378418","0","0"
"/Engine/EditorMaterials/PersonaFloorMat.PersonaFloorMat","0","45","45","1","71.710464","0","0"
"/DatasmithContent/Materials/Arealight.Arealight","0","6","6","1","6.353354","0","0"
"/Game/Assets/Materials/StarSky_Cyber.StarSky_Cyber","0","2","2","1","2.339756","0","0"
"/Game/M_BasicCustomSkyMat.M_BasicCustomSkyMat","0","2","2","1","2.160126","0","0"
"/Game/Assets/Materials/Cyber/Electronic_Mat.Electronic_Mat","0","21","21","1","44.221714","0","0"
"/DatasmithContent/Materials/FBXImporter/VREDMaster.VREDMaster","0","45","45","1","59.062527","0","0"
"/Engine/EngineDebugMaterials/VertexColorViewMode_GreenOnly.VertexColorViewMode_GreenOnly","0","12","12","1","13.651832","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","21","21","1","44.130009","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","21","21","1","31.268600","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","12","12","1","25.664600","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","12","12","1","20.322500","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","21","21","1","39.495235","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","46","48","1","72.486115","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","32","32","1","33.681747","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","32","32","1","32.895855","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","24","24","1","32.264080","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","30","30","1","32.069466","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","21","21","1","47.745296","0","0"
"/Game/Assets/Materials/Cloud/Texture/M_Encode_Tiling_Noise.M_Encode_Tiling_Noise","0","2","2","1","109.048538","0","0"
"/Volumetrics/Content/VolumeTextures/Materials/Debug/M_Display_RT.M_Display_RT","0","2","2","1","1.655173","0","0"
"/Volumetrics/Content/VolumeTextures/Materials/Generation/M_Encode_Tiling_Noise.M_Encode_Tiling_Noise","0","2","2","1","62.578941","0","0"
"/Volumetrics/Content/VolumeTextures/Materials/Raymarching/M_VolumeRayMarch_Lit_Preview.M_VolumeRayMarch_Lit_Preview","0","8","8","1","10.644117","0","0"
"/Game/Assets/Materials/M_GodrayTest.M_GodrayTest","0","8","8","1","9.133983","0","0"
"/Game/Assets/Materials/Cloud.Cloud","0","51","51","1","52.977337","0","0"
"/Engine/EngineDebugMaterials/ClothMaterial.ClothMaterial","0","10","10","1","7.870033","0","0"
